"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","cancer"
"ZNF236","ZNF236",230,-0.404945993793928,-1.48986689752854,0.000607855474142637,0.00900731293502271,0.00762000642226655,3274,"tags=28%, list=20%, signal=23%","U2AF2/CYP51A1/MMAB/FOXN2/CFAP418/RPL4/FUS/PSMB7/ZCCHC9/CDCA2/BRIX1/ABCF2/PHF14/DDB1/MRPS28/SNRPA/RBAK-RBAKDN/MCCC2/ACP6/LSG1/RBM22/FUT8/SMIM13/PARPBP/MVK/INTS13/HAUS2/PPP1R13L/ZWILCH/ALG1/CTNNB1/AKIP1/EEF1E1-BLOC1S5/CASP4/AIG1/AATF/CDC25C/PKM/RBL1/TSPAN31/SLC19A2/NEMP1/POLR1G/GPALPP1/NUP37/ZWINT/SPDL1/VSNL1/PSMA3/CFAP20/MROH8/RPN2/RAD1/HSP90AB1/DDX50/RNF43/ANAPC7/HSPA8/NUP58/MCM7/ATAD2/MTHFD2/OSBPL10/AJUBA/HMGA1","pancancer_all"
"CIC","CIC",410,-0.360669062627822,-1.39604279489174,0.000747518327414115,0.010595259771174,0.00896337765594957,3431,"tags=30%, list=21%, signal=24%","H2AC11/TPRKB/MYG1/RPAIN/STAMBPL1/EFCAB11/RBM8A/SUGT1/MEPCE/RPS14/RACK1/MMACHC/TTI2/YAE1/MMS22L/MRPS22/NGDN/IL23A/AAAS/RPS5/EPB41L2/CBX3/ESYT1/SUMF2/WDR74/RPL31/PPHLN1/SEC24D/WRAP53/FAM161A/TFAP2A/CBX5/RTEL1/EIF4B/STRAP/TXNDC12/SRRT/LSM4/PHF14/INTS2/NUDCD3/EIF3D/NOP16/PPIB/YARS2/RPS20/OAS3/TBX3/COA6/TXNL4B/MTBP/MCM5/KNTC1/MAGOHB/CDK8/SART3/PHF5A/H2BC11/KIF14/ANAPC5/ZMIZ2/RTEL1-TNFRSF6B/UQCC1/STMN3/HMBS/TNPO3/RPS27A/FADS2/HAUS2/TRIM24/POMP/RFC2/WARS1/LRRC61/CENPP/NOL8/UTP15/MRPL13/TP53/RIOK1/CDC20/STIP1/ANAPC10/ABHD2/PTTG1/TIMELESS/HNRNPA1/EAF1/BUB3/GTF2H1/MSX2/STK4/DDX47/DPAGT1/XPOT/SNRPE/PSMA3/GRPEL2/TDP1/POLD2/CDCA5/DDX21/IFT56/GTF3C4/NPM1/FANCI/HILPDA/ESPL1/FANCD2/ORC6/GAPDH/DKC1/KIF20A/CDCA3/TRIM59/PFDN6/NUP42/RIPK2/CCT2/HSD17B12/FEN1/ST7/FDPS","pancancer_all"
"ALKBH3","ALKBH3",383,-0.354162036373712,-1.35780274644697,0.00103966884899849,0.0141221685322294,0.0119470718612984,3304,"tags=29%, list=20%, signal=23%","RPS24/RNF6/H2AC20/USPL1/C8orf33/DCP1A/EEFSEC/SELENOH/IPPK/ALG10/RPL10/FUS/MLEC/MNAT1/SF3B6/FBXW8/P4HA1/REXO4/RRP15/HSPBP1/RTEL1/MRPL58/UFSP1/EXOSC3/GTF2H4/PFKM/NEK4/SLC33A1/MRPL16/STX16-NPEPL1/WDR36/NOP16/POLR3D/MRPL3/RPL29/SMG8/STOML2/WDR31/HMGB1/COA6/RPS18/MTBP/NDUFC2-KCTD14/POLR2G/AHSA1/COPS7B/RTEL1-TNFRSF6B/UQCC1/SLC3A2/STMN3/CNBD2/NQO2/AAR2/STX16/NKAP/C17orf75/TNPO3/SLC27A5/PRDX1/NUF2/ZC3HC1/SMG7/TARS2/G3BP1/RPS7/IPO4/CHCHD2/ZNF35/TTC4/CDK5RAP1/PSMD6/SEC13/NME1-NME2/RBM28/UQCC6/LAS1L/TMEM41A/PDCD2/MRPL13/TACC3/USP39/C8orf76/ALG3/DPAGT1/BMS1/YAP1/BANF1/SNRPB/PSMC2/MROH8/TUBGCP3/PCLAF/MRPS31/NAA20/THEM4/RUVBL1/SF3A3/KNSTRN/MRPL30/NME1/CDC123/CCT2/CCND1/NUDT5/SSBP1/GSTCD/ETV4/TOMM6/CDC16/NCBP2","pancancer_all"
"NR1H4","NR1H4",329,0.380658234455352,1.42360970971226,0.0012509196189991,0.0158130015050549,0.0133774827068918,2766,"tags=24%, list=17%, signal=20%","MROH7/ABCB11/HSD17B2/RILP/NBPF1/AQP7/NDRG2/ECHDC2/SELENBP1/LGI4/ARHGAP44/SLC51B/SMPD1/LRRFIP2/PHYH/TMEM220/ECH1/ACKR2/CPT2/HRCT1/WSB2/FLNB/LRIG2/NFYC/ALDH3A2/TMEM8B/CAPN2/FAM149A/ADH1B/CES3/NBR1/MPC1/TCF7L2/PYROXD2/DAPK2/CHKA/ARNT/EXOC3L4/FLVCR2/SLC16A1/U2AF1L4/PPARGC1A/CLMN/NOS1AP/LEAP2/PECR/SLC35A4/DCAF11/PLCG2/GIT2/MT2A/GPRC5C/POU2AF3/NTAN1/CAST/FCAMR/MCC/IQGAP2/C1orf21/C22orf39/EFHD1/LPCAT3/HPS1/ADSS1/SLC10A1/CDH23/UST/ITSN2/TNIP1/MYO18A/C1orf226/TNS2/GUCD1/ZNF175/KLF13/BAD/SH3D19/NFKBIA","pancancer_all"
"GTF2A2","GTF2A2",428,-0.343287388793437,-1.33331018771163,0.00126115962923751,0.0158130015050549,0.0133774827068918,3890,"tags=37%, list=24%, signal=29%","RPL38/ZNF143/PRDX2/RPL13/H1-4/PEX3/H2AC4/PABPC4/RPS8/EEF1D/RPL18/H3C1/MAIP1/EOGT/IFRD1/C11orf98/LBH/TMA16/UBIAD1/SLX9/JARID2/PIEZO1/H2AC11/ANXA2/FAM53C/TRMT12/IL4I1/RPS24/USPL1/TMSB10/MRPS18B/TTI2/RPL10A/DHX30/IPPK/RPL10/RPS12/RPS5/RPSA/RPL4/FUS/SRSF2/RPL8/RPL36/SDC4/RPL11/WDR74/CEBPB/RPL37A/RPLP0/TFAP2A/CBX5/CDCA2/TMPO/H3C12/AZIN1/PNPLA1/H2AC17/GTF2H4/PSMG3/ARPC5L/DNAJB1/NSD1/POLR3D/RPS6/NUP62/RPL29/SMG8/SRSF6/FSCN1/RPS20/SRSF7/H2BC17/ZC3H12A/RPL15/RPS18/PLXNA3/MTBP/SLC13A3/RPL35/H2BC11/SFXN3/TCF3/CALR/RPS3/MPLKIP/COPS7B/TAF4/SLC3A2/TIMM50/C17orf75/TNPO3/SLC27A5/VGF/PRDX1/PIK3R3/SRSF3/GNG4/G3BP1/RPL24/ZWILCH/RPS7/CTNNB1/DYNC1LI1/NASP/MRFAP1L2/IER3/MRPL48/HSP90AA1/MBTPS2/SNAI1/SEC13/CENPP/TUBA1C/TUBA1B/NOL8/SYT7/CARS2/RBL1/MRPL13/RPL12/RPS2/C16orf46/H2AX/ADAT2/TUBB3/NRIP3/DNAJA1/NEU3/HNRNPA1/H2BC18/ALG3/TNFSF9/OIP5/NUSAP1/APTX/FASN/BMS1/RPL22L1/HOMER1/PRMT1/NPM1/UBE2S/HSP90AB1/PABPC1/GEMIN6/THEM4/TFRC/MYC/ATAD2/H2AZ1/MRPL30/RRM2/LDHA/PPIA/AJUBA/ODC1/SERPINB9","pancancer_all"
"ZBTB5","ZBTB5",420,-0.349413371516977,-1.35668307264687,0.00134246704654437,0.0162090465619802,0.0137125288964766,2714,"tags=22%, list=17%, signal=19%","H3C12/SCARB1/CUL7/FKBP4/CCDC187/PTPDC1/HMGXB3/RGCC/DDX56/NT5DC2/BICC1/KATNA1/MCCC2/RNF24/MTR/RPUSD1/ZNF7/BCCIP/GTPBP3/HGH1/MEN1/GSDMA/SPINDOC/THEM6/KIAA1958/RPS27A/DDX54/PIK3R3/MTG2/PPP1R13L/PEMT/ZHX1-C8orf76/PAXIP1/GDF11/BRCA2/UQCC5/CHAC1/DNAAF5/PTPMT1/SLC1A4/CHTF18/PTDSS1/UBE2I/SNRPD2/STT3A/PRR11/YBX1/EIF3B/MAPRE1/POLR1G/PRR36/MAPKAPK3/SPATS2/SP5/RAD51AP1/NOM1/NEK2/DAP3/BMS1/NIP7/DGAT2/BHLHE40/PKMYT1/NUP43/MROH8/ALDH4A1/IMP4/RPN2/PAQR4/AGRN/ADGRG1/NCOA7/RNF43/HSPD1/CENPN/NUP58/PODXL/ATAD2/GDF15/RUNX1/TCTN1/TENT4A/RRM2/DPF1/TTLL4/S100A11/CSTF1/SKIL/CYP27B1/TESC/ZNF792/TIMM17A/AURKA","pancancer_all"
"ATF5","ATF5",390,-0.355397198682046,-1.36756012155489,0.0015682176012738,0.0182585335005449,0.0154463538170577,3460,"tags=27%, list=21%, signal=22%","BST2/RINT1/ATG101/TAF6/H4C13/H2BC7/TAF12/SUGT1/TRA2B/RPS24/H2AC16/CYP51A1/RPS12/MTHFS/CACYBP/EIF2S1/SPRY1/ESYT1/CDKN1B/RPS15A/NMT1/HSPE1/H2BC15/PTCD3/R3HDM1/AZIN1/KBTBD2/NUDCD3/C1orf174/RPL32/SLC12A2/MRPL18/ATP13A3/TTC9C/SMG8/LSG1/RPL23/DPY30/IL20RA/XPNPEP3/AHSA1/POLQ/WDR75/CCNA2/METTL5/RANGAP1/MRPL15/GEMIN2/SLC3A2/BTF3/LSM5/NFS1/NUP153/RPS27A/TCP1/PARK7/NEDD4/MRPL48/HSP90AA1/MRPL20/H2AC25/STAT1/NEMP1/MORF4L2/RPA3/EIF3B/CMTM7/NHP2/DNAJA1/MRPL51/TIMELESS/RAD54B/CSGALNACT1/MORC4/TRIM5/NLN/SINHCAF/APTX/ZNF473/TGIF1/NUP93/HSPH1/DDX21/MALSU1/EXOSC7/RPL37/RAD1/MACC1/MRPS27/RPL7L1/SLC7A6/CENPA/HSPD1/ANAPC7/NCAPD2/BZW2/FNDC3B/PDIA4/CCT5/SSBP1/NUP155/ATPSCKMT/ILF2/ST7/BOD1/SERPINB5","pancancer_all"
"LMNB2","LMNB2",29,-0.681939501580741,-1.81668566460911,0.0017963021894084,0.0201929142671427,0.0170828012205082,1147,"tags=48%, list=7%, signal=45%","RBBP5/ZCCHC4/FKBP7/SQSTM1/TPGS2/CCDC124/SLCO3A1/SMARCD2/CLPB/TFAP4/RPIA/ZBTB39/CBX4/TBC1D4","pancancer_all"
"ZNF784","ZNF784",468,-0.337139082789423,-1.32177314707136,0.00231436544480509,0.0251494378335487,0.0212759209311907,4152,"tags=37%, list=26%, signal=28%","LRP3/B4GALT3/SURF6/COMMD2/VARS2/ZNF579/ABCE1/MCAT/HIRA/PDE6D/TUT1/H4C3/GALK2/ISY1/SNAP47/SENP1/DSTYK/H2AC15/SETD5/RPL38/SCNM1/PML/RPL13/PGM2L1/YIPF2/OGT/MRPL40/TBL3/PEX3/DDX51/WDPCP/TMEM79/DPY19L4/ZNF581/JMJD4/KNL1/MRPS34/ALKBH3/PSMF1/ASCC1/DHX33/ADPGK/SLX9/MTRF1/TPRKB/POLR1F/DNAJC6/RNF6/USPL1/MMACHC/MRPS18B/C12orf76/CFAP418/DCP1A/SELENOH/TBC1D31/PCBP2/ALG10/OBI1/MLEC/MNAT1/RPL8/CACYBP/RPL36/RAI1/CBX3/RALGAPB/PPHLN1/DUS1L/INTS14/WRAP53/RRP15/NR2F1/DDIT4/H2BC15/EXOSC3/ZNF282/SMARCD2/GTF2H4/PFKM/NOC4L/SLC33A1/AGBL5/WWOX/STX16-NPEPL1/WDR36/NOP16/UBE2F/SMG8/TRUB2/SMARCD1/DDN/WDR31/LSG1/HMGB1/GTF3C3/NDUFC2-KCTD14/TMEM267/PLCB4/GTPBP3/ANAPC5/MPLKIP/COPS7B/AAR2/STX16/NKAP/C17orf75/SLC27A5/PLK1/NUF2/LINC02210-CRHR1/SMG7/TARS2/CCDC77/RPS7/CTNNB1/IPO4/RAG1/TTC4/CDK5RAP1/MRPL48/MBTPS2/NME1-NME2/TUBA1B/NACA/RBM28/BUD31/LAS1L/STAT1/TMEM41A/METTL9/TP53/RPS2/SPOCD1/BUB1B/ADAT2/HDGF/DDX55/ANAPC10/UBE2F-SCLY/PROX1/TRMT112/KDM1A/PRMT5/C19orf53/BMS1/NUP107/BANF1/CFAP20/NUP43/TUBGCP3/EXOC2/IFT56/PCLAF/PAFAH1B3/MRPS31/THEM4/NIF3L1/MRPS23/SF3A3/RPL26L1/TRIM59/MRPL30/NME1/GINS3/CUL4A/SSBP1/PCID2/GSTCD/NUP155/CDC16/GARS1","pancancer_all"
"MED25","MED25",88,-0.489467508683152,-1.60478286819578,0.0025423117076048,0.0267352779573924,0.0226175099284366,3067,"tags=32%, list=19%, signal=26%","S100A2/CLDN14/WDR74/GPX1/DDIT4/GRAMD1B/H3C12/H2AC17/STX16-NPEPL1/C1orf105/H2BC17/KRT18/ANAPC5/STX16/SIGLEC15/STX1A/RPS7/EEPD1/MYEOV/STAT1/PLAU/SSTR5/PIGC/BHLHE40/KRT7/TRIB3/MRPL30/CXCL8","pancancer_all"
"SRPK1","SRPK1",321,-0.358864558545375,-1.35958744152058,0.00274026578180103,0.027916457652098,0.0236167643036799,3746,"tags=30%, list=23%, signal=23%","RPL27A/TMEM209/PTPN1/MAGEF1/TMEM79/BZW1/NPEPL1/RPS19/PSMD5/PUF60/SEC22C/HSPA4/CCNT1/RBM15/EIF2AK2/THAP1/UHRF2/COL6A3/RPL10A/MAK16/MMS22L/MRE11/SPC25/TIPIN/LAMP1/NCAPG/NOL11/ASPH/SPRTN/NMRAL1/CLP1/MDH2/PIPOX/GRWD1/CIAPIN1/LFNG/WWOX/NOP16/RAB33B/UPF3A/GAS8/RPS6/RBM39/CEP97/CHAF1A/FZD6/EIF4A3/PTRH2/CDIN1/MSH2/EMD/CDK12/HUWE1/ADAT1/MGME1/PRDX1/SMG7/SYN3/ATAD3A/RPL24/CCDC77/GORASP2/ASXL1/CDC5L/EEF1E1-BLOC1S5/ZMYM3/POP7/DBR1/CETN2/RPL12/RPS2/CDC20/SLC15A4/ACTRT3/SUV39H1/NHS/PDRG1/SPDL1/KLK10/SKA3/RPGRIP1L/SLC35B4/DCAF16/SAP18/NSDHL/NANP/BANF1/HSPH1/DARS1/NOP14/MRPL57/DCTD/RFC3/CDC25B/NCAPG2","pancancer_all"
"PPARGC1A","PPARGC1A",84,-0.489289449555423,-1.59351873565385,0.00294085706666592,0.0290521031434269,0.0245774976544329,2677,"tags=40%, list=17%, signal=34%","RAP2A/CACYBP/HSPE1/CRYZ/FKBP4/MRPL18/KAT2A/HMGB1/DNAJB6/GTF3C3/XPNPEP3/AHSA1/SERPINH1/MRPL15/TCP1/HSP90AA1/NOP58/RAB5IF/STIP1/DNAJA1/MORC4/PGAM5/CTSH/APTX/PCBD1/CCT3/HIKESHI/CKS2/HSPH1/HSP90AB1/HSPD1/HSPA8/CCT4/CKS1B","pancancer_all"
"ZNF532","ZNF532",56,-0.542897673704065,-1.6470724990807,0.00337475828218901,0.0323579764704005,0.0273742003075393,2775,"tags=38%, list=17%, signal=31%","ALG2/GCLM/SEC61B/POLR3F/CNPY3/RPL32/NUP85/NSMF/PHF5A/HSPA9/DTNB/OSTC/NOX4/NDUFA4/NSUN2/PES1/PNO1/CDCA7/SNRPB/NUP205/SRD5A1","pancancer_all"
"HOXA10","HOXA10",230,-0.378313057473443,-1.39187968240358,0.00354680304621279,0.0330359369447248,0.0279477412964737,2587,"tags=30%, list=16%, signal=25%","MTHFS/RPL4/RPL8/COX7A2L/BORCS5/PSMB7/RPL19/FAM161A/PRIM1/SAE1/UBAP2/PTCD2/SRFBP1/POLR3F/SLC33A1/ANKIB1/WDR36/CENPK/SLC12A9/ICE1/RBM22/CANX/ILF3/SLC3A2/INTS13/TNPO3/KANSL2/DDX46/TARS2/ZWILCH/GCN1/NASP/CHEK1/CENPP/TUBA1B/NOL8/NACA/NOP2/HNRNPC/MTAP/H2AC25/PLOD3/IMPDH2/RAD51/KICS2/CD55/EXOSC8/EARS2/TNFSF9/PRMT5/SFR1/POC1A/IMP4/UTP25/LGR5/KIF2C/NPM3/UBFD1/MRPS27/CCNB1/SF3A3/REXO2/CDK4/RPL26L1/MRPL17/PDIA4/SSBP1/NCBP2","pancancer_all"
"DMRT1","DMRT1",358,-0.345444246593611,-1.32015722544605,0.00401048842644178,0.0363172007505561,0.030723624787361,3054,"tags=26%, list=19%, signal=22%","COX7A2L/FNBP4/EIF2S1/SUMF2/WDR74/CDKN1B/INTS14/WRAP53/TMEM62/TFAP2A/MRPS12/TXNDC12/DDIT4/IPO11/PTCD3/R3HDM1/BRAT1/PIPOX/PTCD2/CFAP68/SNRPA/NOP16/SEC61A1/CENPK/MCCC2/TARBP2/MTBP/CLIC1/RBCK1/TMEM267/SERPINH1/CHMP4C/SLC3A2/LSM5/C17orf75/TNPO3/H3C11/KPNB1/ZC3HC1/BRCA1/TPD52L2/MDC1/TMEM9/WARS1/AVL9/VEGFA/CHAC1/MRPL48/NOP58/CENPP/NOL8/UTP15/CCDC192/MARS1/MRPL13/EIF3B/CAMLG/HDGF/DDX55/MRPL51/NDUFA4/RAD51AP1/TNFSF9/POLE3/TWNK/PNO1/RPL22L1/GTF2IRD1/NUP107/GRPEL2/WDR77/MTIF3/DDX21/MALSU1/EXO1/PAAF1/CMSS1/XRCC5/KIF2C/POLR1A/MACC1/SLC7A11/NCAPD2/TRIB3/GDF15/SNRPA1/PPIA/S100A11/CCT5/NUP155/ATPSCKMT/ENC1/C9orf43/PSAT1","pancancer_all"
"PSMB5","PSMB5",238,-0.380977916405636,-1.40737892815007,0.0054312774873912,0.0478539584024197,0.0404834908021762,3400,"tags=35%, list=21%, signal=28%","MRPL49/FAM53C/H2BC7/MEPCE/H2AC16/ARL6IP1/H2AC20/TMSB10/MRPS18B/RPL10A/PLK2/RPL10/RPS12/RPSA/FUS/SRSF2/SDC4/CBX3/H2BC10/H2AC12/RPLP0/DDIT4/H3C12/H2AC17/KBTBD2/RPL32/POLR3D/SRSF6/RBMX/FSCN1/RPS20/SRSF7/H2BC17/CALR/TAF4/SLC3A2/SERPINE1/COL1A1/PRDX1/PIK3R3/SRSF3/SLC1A5/IER3/VEGFA/SLC2A3/TWIST1/HSP90AA1/TUBA1C/TUBA1B/CDC25C/PKM/RPL12/PNP/RPS2/IMPDH2/H2AX/TUBB3/DNAJA1/PPP1R14B/STC2/PHLDA2/APTX/CKS2/IER5L/PTMA/STMN1/NPM1/ANLN/UBE2S/GAPDH/HSP90AB1/PABPC1/GEMIN6/CDC25B/RCC1/CD44/HSPA8/H2AZ1/PA2G4/RRM2/ASF1B/LDHA/PMAIP1","pancancer_all"
"EPC1","EPC1",332,-0.430100833072581,-1.77045540478792,2.17442771791293e-08,6.97991297450051e-06,6.50039444091866e-06,4000,"tags=39%, list=23%, signal=30%","PLD6/OSTM1/GRK6/SF1/AP4M1/ZGPAT/ANPEP/GATC/HNRNPUL1/THOC1/CCDC88A/EIF1AD/PMS2/YARS1/PEMT/MKRN3/TRMT2A/LRRC59/RAN/NFKB2/ZNF775/ADRM1/S100PBP/NCL/FBXW8/NUS1/HDAC2/DDX51/ESF1/LSM14B/ZGRF1/PTMA/EZH2/SLC4A2/TMEM268/SPRED1/KICS2/SCNM1/ISG15/MRPL14/TRA2B/XPOT/PDAP1/DNAJC19/G6PC3/PTBP1/NDUFAF5/MTHFD1L/MRPL4/EMC8/PGM2L1/CCT2/SNX5/SUV39H2/VEGFA/POFUT2/PINX1/NME1/NUF2/GFER/MED20/CCT4/ARHGAP11A/BCAT1/IQCG/SNAI1/WDR43/TRIM27/SUPV3L1/PLOD3/MTHFD2/CCDC57/GABPB1/POM121/AIMP2/REX1BD/FADS1/MRPL15/MRPL3/URB2/WDR5/SLC3A2/TEX10/RBL1/MAPKAPK5/NCBP2/MGME1/PARL/NOC4L/FLVCR1/PRSS21/ARFRP1/COA6/SCAMP5/SLBP/YBX1/NELFCD/NCBP2AS2/UBE2S/PPAT/INTS1/U2AF2/AURKB/TSFM/UTP25/BYSL/MAZ/NOP56/GPN3/FBXO41/RANBP1/BANF1/SPNS1/PUS1/ALG3/MCM7/CAD/ANGEL1/TAF5L/CCDC86/TMEM39A/RNPS1/SETD1A/CMSS1/PRMT1/MRM1/DHX37/CCNB1IP1","pancancer_all"
"NPAT","NPAT",242,-0.418640466942822,-1.68326662540275,9.37724824829712e-06,0.0011317188284562,0.00105396998616678,3747,"tags=33%, list=22%, signal=26%","C10orf88/H2AC13/H2AC21/CDC42EP4/H2AC20/POU2F1/H1-4/INTS13/PVR/GLG1/CDK12/TRMT2A/H2BC11/H3C1/H2AC11/LARS2/GARIN5A/H2BC14/POLD3/H3C12/PREB/NCAPD3/H3C10/SAMD1/SAYSD1/FUT8/IQCC/H2AC17/SIRT6/LSM7/H2BC17/H2AC12/YEATS4/H2AC14/FAM24B/SRSF10/MLST8/H2AC16/NUP93/H2BC13/CD320/TFPT/THAP7/EMC10/STK32C/HNRNPL/DPF2/CEP250/WDR43/H2AC4/PDRG1/PHF12/SRRM5/FADD/CDC7/PRPF31/H4C11/MIS18A/H4C12/NPRL3/ENTPD6/SNAP47/NVL/LONP1/GNB1L/RBM17/JMJD4/POLA2/ZNF473/CKLF/KHDRBS1/KIF3B/RANBP1/ASPSCR1/PGS1/ANGEL1/CKLF-CMTM1/PRPF40B/PAGR1/DNAJA3","pancancer_all"
"OVOL3","OVOL3",430,-0.358639138263745,-1.51898395160648,1.0576811480899e-05,0.0011317188284562,0.00105396998616678,3838,"tags=32%, list=22%, signal=25%","DCAF13/SRGAP2/CCDC88A/GSTCD/TAFAZZIN/NOL6/CDC42EP4/ARFGAP3/TOP3B/TMEM260/DVL2/INTS13/SLC39A3/ING1/OSGEP/KPTN/PDE4DIP/DHFR2/GARIN5A/TFCP2/SIX5/MTF2/INTS14/SKIC2/BRF2/MFSD4B/THAP1/FCHSD2/TMEM263/RIC8B/POT1/CDKN2AIPNL/VPS33A/C5orf15/ICE1/PAPOLG/SRCAP/CDC27/FGD6/AUP1/EPHA4/TTC5/MGAT2/SMG8/FXR1/DCAF7/G6PC3/MRPL13/ZNF689/OSGIN2/PTPN2/NRP1/POC1A/MPHOSPH9/POLR3C/H2AZ1/ASCC1/SDAD1/TARBP2/TFPT/EMC10/PAICS/CTPS1/NUF2/C1orf174/NUB1/PLAU/REXO4/MTRFR/C12orf43/TACO1/PSMC3/PARN/SRSF1/ZNF3/ADSL/MRPS2/APEX1/BAX/ZNF335/USP31/RUNX1/DYNC2I2/CENPF/TIMM9/SRRM5/LMF2/HMGA2/PRRC2A/NUP155/ZKSCAN5/PRPF31/COMMD4/CDCA2/ENY2/CEP85/NCAPH2/MTBP/HDGFL2/SNRPC/TXLNA/MBTPS2/CWF19L1/ATAD2/GLB1L/NTMT1/HTRA2/CACYBP/NCDN/UBE2S/PPAT/FAM133B/DNTTIP1/RAG1/EXOSC2/ABCF1/SRRT/SMAD1/ACBD6/NOLC1/MAZ/RFC4/ALG1/SPNS1/CFAP20/CNPY3/FAM72B/CREM/SLC25A32/TCF3/FAM72A/CDK5RAP1/CDCA5/RAD51AP1/P3H1/NUDCD1","pancancer_all"
"LMTK3","LMTK3",470,-0.324670214543792,-1.38467460199738,0.000568253835764883,0.0456023703201318,0.0424694971992702,2426,"tags=22%, list=14%, signal=20%","PTBP1/HOXD8/MSX1/MRPL4/GJC1/DHRS2/DDX19A/RNF166/ARMC9/TRIO/TSN/PINX1/TFPT/ACOT7/MMP17/IGHMBP2/MED20/CCT4/TESMIN/UQCC4/TMEM132A/ZNF496/GTF2H3/CCDC59/POM121C/IFT52/SUPV3L1/FANCD2/CACTIN/PCDH17/CTU2/TRMT61B/SRRM5/COL7A1/PPFIA1/FLYWCH1/KCNAB2/NUP155/HAUS5/MRPL2/MMP2/METTL4/EHMT2/MRPL55/CCNA2/POLR3F/VASH1/PRPF31/CDK18/MAPKAPK5/PLPP2/NCBP2/EFTUD2/WDCP/RRP1B/SEMA5B/TFAP4/PFAS/AARS1/C16orf95/AKT1/NOC4L/C11orf24/HDGFL2/B4GALT7/LAMA5/CLPTM1L/ADAR/ADPGK/QTRT2/PABPC1L/RPN1/CWF19L1/RUNX3/COPS8/WIZ/PELP1/NCBP2AS2/CSMD2/SLC38A6/LONP1/ITGAX/AMZ1/CMTR1/NOLC1/PLXNA1/STEEP1/BYSL/DNAH17/PGS1/AGRN/MRPL9/BUD23/CCDC86/RAI1/PKMYT1/TMEM39A/CLN6/BRD9/HSF2BP/NDC80/RNPS1/ZNF785/CENPW","pancancer_all"
"EPC1","EPC1",331,0.492905863801813,1.77645476482624,1.49605763209874e-07,2.42361336399995e-05,2.07085872232614e-05,3115,"tags=31%, list=19%, signal=25%","RBL1/HNRNPUL1/CAD/MAZ/PDAP1/BYSL/PTBP1/RNF44/ZNF581/NUF2/MTHFD1L/ADNP/ARHGAP11A/PHF21A/RPL23A/PKM/DARS1/BCAT1/DCLRE1B/FBXO41/U2AF2/TMEM39A/MCM7/CCDC88A/ZGRF1/XPOT/RANBP1/AURKB/S100PBP/EZH2/DHX37/WDR5/TMEM248/CNOT11/RNF145/KDM5C/PGM2L1/TAF5L/SPRED1/EPRS1/PLOD3/CCDC86/GABPB1/YARS1/DIMT1/EIF4A1/AP4M1/GRK6/TRIM27/UTP25/MOB3A/KCNJ4/TEX10/UBE2S/CDKL3/URB2/FOXJ3/RGS5/KLF16/ANXA2/TMEM268/ZCCHC7/EIF2S3/POLR2J/QSER1/SCNM1/TMED2/PUS1/PABPC1/KPNB1/VEGFA/RPL10A/RALGDS/ASNS/WDR43/ZBTB45/ZP3/MGAT1/MTHFD2/NME1/RPL35A/GBA1/CD63/ESF1/RAN/FBXW8/NME1-NME2/CAPZB/BUD31/ISG15/NRAS/RNPS1/PARL/TRIAP1/FLVCR1/GUSB/OGT/IPO11/TARS1/ESYT1/EIF1AD","pancancer_all"
"NR1I2","NR1I2",294,0.499704287591856,1.7753760474484,1.2939033265199e-07,2.42361336399995e-05,2.07085872232614e-05,3956,"tags=31%, list=24%, signal=24%","TOPBP1/EFTUD2/FOXM1/NUP205/PDAP1/SLC38A1/CDCA3/CKAP2/FEN1/SLC2A1/RACGAP1/RAD51/YEATS2/NFE2L3/DDX23/NBN/NCAPD3/TMEM39A/SGO2/RNMT/DAGLB/ARPC1A/ASCC3/ADPGK/NAT10/RHNO1/RAPGEF6/DNAJC2/IMPDH1/PPAN/C5orf34/RAD50/SLC37A3/RETREG3/PTPA/TMEM87A/LSM8/TNFAIP8/SCARB1/DDX39A/PPIA/RPS6KB1/ANXA2/SFR1/PUS1/DGKA/PABPC1/ASNS/ENO1/DLL4/MFAP3/TULP3/MARCHF3/NME1/USP5/ENC1/YBX3/EIF2AK4/CCDC15/RPL8/BUD31/NFIX/PNO1/MFSD5/ESYT2/COPZ1/PPAN-P2RY11/FBXO38/DIP2A/UBE2M/ASXL2/PLAUR/FAM210A/RBM22/FBXO42/ABCC3/CLN6/RPLP1/SRGAP1/SELENOH/IFNAR1/VPS26B/CCNT1/SIN3A/TMEM131/HSP90AB1/POU2F1/MAP3K5/KMT2E/TRIM28/GMEB2/PPAT","pancancer_all"
